User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Maria Wade,4385397,4108695,9/2/2020,83740,"Lennox, SD",Auto Theft,12/27/2020,06/12/2021,19376,27151,1,2364917,38
Jason Montoya,1326139,9208247,12/11/2020,75997,"Northlake, IL",Auto Theft,12/25/2020,04/16/2021,8362,43838,1,2363036,28
Nadine Warren,5968756,3144096,3/7/2020,45200,"Mazeppa, MN",Single Car Accident,03/10/2021,04/05/2021,13759,44562,0,6056717,56
Jose Whitt,9466762,1273530,11/14/2020,59928,"Cherry Hill Mall, NJ",Hit and Run,04/26/2021,04/27/2021,16016,17410,0,6949602,53
Ralph Jones,8487396,3527882,7/1/2020,81334,"Oakfield, WI",Hit and Run,12/21/2020,12/24/2020,7491,39577,0,4767434,58
Marvin Gallegos,3302878,9159046,3/22/2020,59598,"Goodnews Bay, AK",Single Car Accident,11/02/2020,11/30/2020,14488,40647,1,7071161,36
Elwood Valencia,7816389,9516462,3/28/2020,62785,"Brogan, OR",Multiple Car Accident,05/12/2021,05/23/2021,15119,18555,0,7162158,60
Twana Sorge,4272335,7145761,2/10/2020,22486,"Urbancrest, OH",Hit and Run,10/25/2020,03/13/2021,19078,34106,0,4194865,65
Alma Hetz,6944333,5650605,5/5/2020,46182,"Oconto Falls, WI",Hit and Run,12/17/2020,04/28/2021,2194,34674,0,5414494,21
Millie Hills,3511021,3031527,6/8/2020,62139,"Greenwood, NE",Multiple Car Accident,06/14/2021,06/27/2021,5669,52214,1,5179142,38
Grace Contreras,9075268,4464377,4/27/2020,33606,"Holton, KS",Single Car Accident,03/15/2021,04/02/2021,3809,31560,1,1725099,42
Joanne Oconner,4874038,9958985,6/19/2020,74129,"Terrell Hills, TX",Hit and Run,04/30/2021,05/14/2021,6795,54651,0,7209301,27
John Trombly,6092341,6268731,9/20/2020,61457,"Beckwourth, CA",Multiple Car Accident,11/29/2020,02/18/2021,8965,14668,1,9534508,16
James Garrett,7612202,4035953,9/14/2020,38894,"Westover, AL",Multiple Car Accident,11/19/2020,02/28/2021,18703,20826,0,7617628,37
Kevin Woomer,9245472,6240490,5/2/2020,10381,"Keokea, HI",Bike & Car Accident,10/06/2020,11/09/2020,3364,15297,1,2100348,52
Desiree Bush,1230806,2039160,9/7/2020,61762,"Crivitz, WI",Hit and Run,04/13/2021,06/29/2021,9688,31322,0,4133153,49
John Angell,8921712,4532041,7/16/2020,21186,"Kings Bay Base, GA",Auto Theft,07/17/2020,01/14/2021,6328,22030,1,6961676,55
Jeffrey Ashmen,1931567,6622587,3/3/2020,35135,"Marlboro Meadows, MD",Hit and Run,04/01/2020,06/12/2021,7798,58302,0,5850341,60
Marie Lora,1297613,7272993,6/11/2020,85060,"Ridge Farm, IL",Multiple Car Accident,03/16/2021,06/09/2021,2027,35278,0,8812402,33
Carol Norton,8914757,9791582,8/4/2020,30905,"Walford, IA",Single Car Accident,08/21/2020,02/13/2021,17611,41005,0,6947971,39
Shelly Tatum,5418747,3593190,8/15/2020,34336,"Netarts, OR",Auto Theft,04/03/2021,04/22/2021,17192,31457,0,4117549,38
Madeline Mcghee,7910213,3204706,5/3/2020,43895,"West Denton, MD",Bike & Car Accident,08/12/2020,05/27/2021,17291,33213,0,9769155,21
Alexandra Northrop,5722514,7608999,2/11/2020,46464,"Morris Plains, NJ",Auto Theft,08/03/2020,10/19/2020,16120,14225,0,9612361,26
Patricia Woods,3654854,3151250,5/10/2020,39899,"Lansing, IA",Single Car Accident,08/05/2020,08/22/2020,14347,26720,0,6385410,58
Keith Jenkin,7449849,4470022,9/12/2020,83453,"Ranshaw, PA",Multiple Car Accident,11/23/2020,05/17/2021,5364,10097,1,5244701,49
Martha Arriaga,5450729,1440225,7/13/2020,60300,"Mulkeytown, IL",Multiple Car Accident,10/11/2020,05/01/2021,6820,34178,1,2094705,27
William Roe,2213072,5494164,3/1/2020,93588,"Greendale, WI",Hit and Run,11/26/2020,02/24/2021,12153,11916,0,5023736,55
Donald Calderon,2641283,8379199,11/20/2020,43773,"Green Valley, AZ",Auto Theft,12/13/2020,03/24/2021,10656,50648,0,2255963,64
Crystal Irizarry,9954729,8578664,6/6/2020,84870,"San Lorenzo, NM",Auto Theft,09/22/2020,11/07/2020,17673,28063,1,4865161,44
Richard Puleo,2953292,6875577,4/22/2020,89870,"South Eliot, ME",Multiple Car Accident,04/23/2020,09/25/2020,4067,30648,0,3077340,24
Georgia Yang,7550464,5546650,3/27/2020,84773,"Cameron Park, CA",Multiple Car Accident,04/16/2020,01/11/2021,7071,10189,0,4077240,31
Billie Covert,4948512,8162156,2/21/2020,62962,"Meredosia, IL",Single Car Accident,03/15/2020,12/16/2020,9283,52034,0,8940871,18
Kenneth Trainer,5440805,9329135,4/9/2020,15758,"Marysville, MI",Auto Theft,06/07/2021,06/13/2021,5818,35171,0,1659337,45
Thomas Welch,6126367,8819869,10/11/2020,66674,"Stockholm, SD",Auto Theft,12/19/2020,03/16/2021,11278,53275,0,8176900,47
Leslie Hall,7066509,9390647,11/18/2020,29400,"Birch Creek, AK",Auto Theft,03/05/2021,06/30/2021,7261,35442,1,6716865,45
Patricia Capers,8723115,3193335,9/8/2020,26338,"Bourg, LA",Single Car Accident,04/26/2021,05/15/2021,4112,49388,0,9458015,22
Lawrence Manzanarez,7974768,6750716,6/7/2020,85303,"Fort Hunt, VA",Multiple Car Accident,06/27/2021,06/27/2021,16165,33045,1,6130381,25
Ethel Kunz,4725650,2288857,4/19/2020,31315,"Brewer, MO",Hit and Run,12/09/2020,05/06/2021,12184,21967,0,8074929,31
Michelle Miller,4004203,4439912,1/22/2020,75131,"Hayden, CO",Single Car Accident,04/02/2020,11/22/2020,13838,7451,0,6059387,58
Bryan Hilty,2005673,6432694,8/5/2020,36860,"Eagle Rock, MO",Single Car Accident,12/21/2020,05/18/2021,9849,16787,0,2001853,55
Amy Medina,8016034,6330562,2/5/2020,83209,"Weeping Water, NE",Auto Theft,07/29/2020,06/16/2021,18644,52038,0,9810866,35
Cynthia Alanis,8766981,8250951,9/28/2020,41274,"Temperanceville, VA",Auto Theft,06/02/2021,06/14/2021,19189,40528,0,1073475,24
Guadalupe Johnson,3308028,3849146,12/1/2020,80787,"Irwindale, CA",Multiple Car Accident,02/01/2021,04/07/2021,6295,10511,0,8624886,39
Ronald Graves,4362719,5654603,5/23/2020,69640,"Linwood, NE",Auto Theft,12/07/2020,03/21/2021,11910,18559,0,4328895,21
Charles Dobkins,1139750,6927659,12/15/2020,23700,"Woodlawn, VA",Bike & Car Accident,05/22/2021,06/17/2021,14364,53213,1,5875357,57
Chris Gonzales,8361547,1880197,6/26/2020,54874,"Bartlett, TX",Auto Theft,03/27/2021,06/28/2021,14910,29538,1,4038281,35
Randy Fenwick,3258413,3035832,3/21/2020,32582,"Paincourtville, LA",Single Car Accident,09/29/2020,05/10/2021,4820,47097,0,1372688,21
Donald Jones,1570992,8858848,5/7/2020,44026,"West Point, CA",Auto Theft,12/19/2020,05/01/2021,11007,6108,0,4106452,36
Jeanne Walls,1488707,8232988,4/20/2020,98757,"Lincoln City, OR",Auto Theft,06/04/2020,11/18/2020,14322,35767,1,6419345,36
Beverly Armijo,7180313,6573415,10/18/2020,20468,"Mountain View, CO",Multiple Car Accident,06/11/2021,06/19/2021,15444,29653,0,1353857,50
Minnie Sherman,3484737,2614358,9/10/2020,51152,"Camptonville, CA",Auto Theft,05/17/2021,05/28/2021,12278,8051,1,5419102,38
Sandra Sweeney,5303788,1697381,11/12/2020,12338,"Chautauqua, KS",Auto Theft,06/15/2021,06/29/2021,18952,28055,1,9129326,17
Rory Williams,1684956,8393746,6/12/2020,75071,"Castro Valley, CA",Bike & Car Accident,09/13/2020,01/31/2021,10136,48095,0,7232313,33
Victoria Petrillo,9326916,7718108,8/18/2020,84013,"Bridgeport, CA",Hit and Run,04/17/2021,06/04/2021,13831,35207,0,5749519,60
Laurel Flohr,5231186,4909432,5/19/2020,40521,"Marietta, NC",Hit and Run,06/20/2021,06/29/2021,15363,44732,0,3594884,39
Joseph Sinn,2157394,3359025,2/19/2020,72694,"Mount Penn, PA",Single Car Accident,06/05/2021,06/28/2021,10836,38101,1,4484435,34
John Jenkins,8173615,7144288,2/18/2020,92894,"Liberty City, TX",Auto Theft,06/18/2020,04/15/2021,3856,29750,0,6423095,62
Wayne Stoeger,3197240,9347552,8/6/2020,46292,"Lighthouse Point, FL",Hit and Run,09/04/2020,04/17/2021,8255,55053,1,7798195,50
Tamara Polk,8149769,5562838,6/14/2020,48200,"Pioneer, CA",Auto Theft,01/13/2021,05/27/2021,11966,16288,0,8416479,23
Cristopher Herald,6812471,4091174,11/13/2020,77703,"Elderton, PA",Single Car Accident,05/07/2021,05/08/2021,3698,42106,1,3384020,34
Martha Prather,6218400,7944185,1/20/2020,68305,"Heidelberg, MN",Hit and Run,04/21/2020,06/03/2020,16861,42332,0,1605481,42
James Martin,1622167,5821726,12/20/2020,85283,"Galesburg, IL",Auto Theft,06/07/2021,06/22/2021,16636,57964,0,2243261,42
Darnell Marrow,5816611,6889217,12/14/2020,41738,"Cabin John, MD",Multiple Car Accident,03/25/2021,04/08/2021,17287,27191,1,8312874,51
Cynthia Ferguson,6217100,1831157,1/13/2020,92853,"Lakeville, CT",Single Car Accident,10/17/2020,12/03/2020,13910,23918,0,7304024,28
Janice Villela,1299145,8331863,8/23/2020,59051,"Bel Air North, MD",Bike & Car Accident,02/09/2021,05/14/2021,13198,15954,1,7742990,16
Monserrate Brenner,1795353,9095720,3/20/2020,44718,"Greensboro Bend, VT",Auto Theft,06/10/2021,06/27/2021,19370,17348,0,8355656,50
Daniel Meggs,2352963,5103536,3/26/2020,12684,"Friendship, OH",Bike & Car Accident,05/14/2021,06/17/2021,3387,29970,0,9112327,36
Brenda Lucas,2786144,4546256,3/5/2020,52586,"Mount Moriah, MO",Bike & Car Accident,05/13/2020,02/05/2021,10859,20882,0,4962370,31
Jade Hood,5675121,5919880,6/11/2020,62015,"Fayetteville, GA",Auto Theft,06/16/2021,06/28/2021,13016,5929,0,5673690,60
Debra Fugate,9336734,2615217,10/10/2020,81935,"Hargill, TX",Single Car Accident,02/05/2021,02/27/2021,16752,59261,1,2121856,23
James Melillo,5061457,1557342,12/24/2020,39775,"Kenilworth, IL",Bike & Car Accident,12/24/2020,05/20/2021,10416,17094,0,8265461,64
Mary Phelps,5040022,1719606,7/2/2020,49627,"Fence Lake, NM",Hit and Run,06/28/2021,06/30/2021,9759,54676,1,1847637,25
Rebecca Gomez,3971904,2627055,12/1/2020,31664,"Peoria, CO",Hit and Run,12/19/2020,04/28/2021,16399,41261,0,7540973,25
Sybil Reed,8250340,2708499,7/22/2020,27290,"Canton, SD",Multiple Car Accident,01/14/2021,05/29/2021,10685,11922,0,9990222,64
Robert Soderberg,1025900,7172370,9/8/2020,75951,"Granville, ND",Bike & Car Accident,06/08/2021,06/30/2021,12826,52172,1,1818526,52
Kenneth Simpson,5053883,5191362,3/13/2020,61388,"Leonard, ND",Single Car Accident,09/02/2020,06/22/2021,8439,32663,0,3392256,24
Lashanda Brown,7010336,2684122,11/9/2020,17709,"Sperryville, VA",Hit and Run,04/17/2021,06/07/2021,8003,33020,1,4778679,36
Joan Hendrickson,2445949,9888130,3/6/2020,38897,"Prattsville, AR",Multiple Car Accident,04/14/2020,10/17/2020,14475,9546,0,5972943,17
Kathryn Mullins,6979084,2191225,9/28/2020,94209,"Pancoastburg, OH",Auto Theft,05/14/2021,05/16/2021,19022,20748,0,8744419,39
Jason Akin,6491324,9462840,6/13/2020,53550,"Golf, IL",Single Car Accident,01/30/2021,05/06/2021,5666,15951,0,3283889,52
Robert Donnellan,5316464,8111004,5/25/2020,81649,"Delta, OH",Single Car Accident,02/16/2021,06/01/2021,8094,53290,1,5393927,54
Lee Bankhead,8860029,7491316,3/15/2020,13798,"Oval, PA",Hit and Run,01/18/2021,03/22/2021,19920,23223,0,4332418,46
Marina Brown,7407113,9203696,1/20/2020,24816,"Helena, OH",Hit and Run,10/25/2020,02/09/2021,10188,11486,1,3121716,44
Debra Bond,4685480,5967262,9/18/2020,53296,"Malakoff, TX",Single Car Accident,01/20/2021,04/24/2021,15964,26897,1,4140826,51
Jason Tillery,5669752,8335095,6/16/2020,59214,"North Cape May, NJ",Single Car Accident,04/06/2021,04/16/2021,16890,42677,0,9945328,35
James Luczak,2689601,8187628,9/12/2020,95019,"Baxter Estates, NY",Multiple Car Accident,12/13/2020,06/03/2021,7901,51963,1,8067458,18
Shirley Gonzalez,1318471,5907935,4/6/2020,92269,"Nevada, IA",Single Car Accident,10/09/2020,03/12/2021,5287,42667,0,5691178,53
Diana Thero,6670494,9263018,11/8/2020,43275,"Fruit Hill, OH",Single Car Accident,06/15/2021,06/20/2021,4095,59332,0,8711876,31
Amy Reder,6794498,5900004,12/24/2020,13481,"Huxley, TX",Multiple Car Accident,04/21/2021,06/13/2021,18042,26138,0,8389029,42
Brian Shanley,4541558,4967431,9/11/2020,82183,"Cross Plains, TX",Auto Theft,01/10/2021,02/04/2021,4458,23186,0,8341292,44
Antonio Allison,7612622,7141341,12/26/2020,13437,"Milton, DE",Auto Theft,04/06/2021,04/06/2021,5143,49247,1,2819695,34
Breanne Thibodeaux,4378639,3973896,7/1/2020,82434,"Kendall Park, NJ",Bike & Car Accident,12/31/2020,05/18/2021,9347,50200,0,8720223,39
Melisa Nichols,3938640,1516836,9/11/2020,23431,"Emerald, WI",Multiple Car Accident,03/23/2021,05/16/2021,2257,53456,0,6209381,37
Lavern Poarch,1349898,2772247,11/24/2020,26883,"Petoskey, MI",Multiple Car Accident,02/14/2021,05/14/2021,10246,33990,0,4517511,50
Lawanda Kenne,2965968,7117814,6/11/2020,89206,"Bonita, CA",Hit and Run,08/27/2020,05/06/2021,17873,54733,1,6845575,49
Adam Jefferson,5623691,5848312,10/15/2020,90827,"Latham, KS",Hit and Run,04/15/2021,05/06/2021,12851,43482,0,6748851,17
Maurice Koepsell,3572427,3697477,2/9/2020,65778,"Kingsley, KY",Multiple Car Accident,11/27/2020,12/22/2020,7969,29099,0,7184039,34
Kenneth Jones,1070122,3098256,7/19/2020,29067,"Terrell, TX",Single Car Accident,09/21/2020,02/10/2021,3735,39141,0,4677097,43
Brian Villa,4737556,4512746,5/19/2020,83982,"Xenia, OH",Auto Theft,08/25/2020,09/13/2020,7507,9509,0,6519318,50
Cecilia Winn,9572113,5640260,2/27/2020,19214,"East Fultonham, OH",Bike & Car Accident,10/15/2020,05/03/2021,10942,54278,1,4333089,26
Barbara Redd,5453999,4352570,4/21/2020,54770,"Ryan, IA",Auto Theft,08/08/2020,04/20/2021,12278,5257,0,2436647,59
Martin Isip,2208741,6640530,9/6/2020,28022,"Orrville, AL",Multiple Car Accident,10/22/2020,04/10/2021,15281,53621,1,7008365,60
Warren Schmitz,9651356,7304686,4/16/2020,12062,"Cutten, CA",Bike & Car Accident,03/27/2021,06/17/2021,10598,48913,0,2772699,61
Robert Agee,9573350,8499993,1/21/2020,98936,"Ilion, NY",Multiple Car Accident,10/13/2020,02/24/2021,14387,22360,1,2060636,36
Orlando Gertelman,2797607,9080366,7/26/2020,15838,"McKenzie, TN",Hit and Run,06/10/2021,06/23/2021,10011,30168,0,5159785,21
Antwan Patterson,1284537,2853265,3/12/2020,53767,"Limestone, FL",Multiple Car Accident,03/29/2021,04/14/2021,18495,51747,1,5342239,33
Carol Evans,6864348,6128082,7/22/2020,52870,"Oak Grove, TN",Auto Theft,01/13/2021,05/25/2021,11076,52958,0,8559990,57
David Fox,2507415,4688576,5/7/2020,59423,"Whitefield, OK",Auto Theft,04/25/2021,05/01/2021,17739,11243,0,9999929,35
Edna Hale,5208339,6884835,5/8/2020,76926,"Cascade-Chipita Park, CO",Multiple Car Accident,06/21/2020,02/14/2021,3472,38347,0,2928115,29
Rachel Herring,3519237,8378616,1/13/2020,24188,"Keiser, AR",Bike & Car Accident,06/24/2021,07/01/2021,5431,51870,0,4213005,21
Marcia Harper,5571464,4056315,9/6/2020,47428,"Coleman, WI",Auto Theft,01/14/2021,06/22/2021,8297,37487,0,9652201,49
Elizabeth Merriweather,2200689,2940960,8/15/2020,35299,"Pecktonville, MD",Multiple Car Accident,10/21/2020,02/25/2021,16538,14182,1,9897589,20
Betty Baker,6898436,7093081,8/3/2020,83896,"Rockwood, IL",Hit and Run,10/13/2020,02/05/2021,5928,22632,1,5668044,32
Daniel Wilborn,2875856,8773599,12/7/2020,17812,"Soquel, CA",Multiple Car Accident,06/08/2021,06/16/2021,14445,50236,0,7514001,41
Elizabeth Williams,8091692,6348968,2/19/2020,86817,"Sitka, AK",Bike & Car Accident,12/20/2020,04/01/2021,2514,19297,1,9533839,45
Jean Gonzalez,3390577,7391224,2/2/2020,63375,"Inglis, FL",Bike & Car Accident,06/02/2021,06/21/2021,5326,59952,0,8172184,55
Homer Hernandez,3883927,3417747,8/28/2020,85639,"Grass Valley, OR",Hit and Run,04/27/2021,05/20/2021,18925,52276,0,1360530,62
Leslie Rock,8943466,3607200,4/19/2020,22224,"Lake Marcel-Stillwater, WA",Bike & Car Accident,12/19/2020,03/06/2021,14781,33575,0,9413653,34
Steven Merrifield,2733294,2378105,11/18/2020,94848,"Adamsville, PA",Hit and Run,05/07/2021,06/21/2021,17069,27360,0,7524037,60
Yvonne Blackwell,1714956,7052607,8/13/2020,73910,"Marion, SD",Hit and Run,11/23/2020,03/24/2021,18011,37185,1,6670761,47
Clarice Williams,4074998,7221907,11/17/2020,66394,"Archbold, OH",Bike & Car Accident,01/01/2021,01/30/2021,17365,24642,0,1312939,52
Joseph Zamora,3689470,7297143,3/25/2020,65750,"Emmons, MN",Auto Theft,05/21/2020,10/21/2020,4146,33939,0,4558093,22
George Mills,1752007,9429379,6/15/2020,58204,"Edgerton, MO",Hit and Run,10/11/2020,04/07/2021,17191,54422,0,4042720,17
Shirley Griffin,7740473,4847682,10/25/2020,99006,"Waco, NC",Hit and Run,12/08/2020,01/19/2021,6873,12354,1,8584105,16
Francis Palma,1583645,9579032,9/28/2020,86605,"Cross Plains, TN",Hit and Run,05/09/2021,06/14/2021,2911,45910,0,8654784,44
Raymond Kearsley,9708444,4773359,11/8/2020,74192,"Richmond Heights, OH",Hit and Run,04/27/2021,06/26/2021,11787,13378,0,4082672,28
Mike White,1253057,6921925,5/13/2020,21752,"Waianae, HI",Single Car Accident,07/04/2020,02/25/2021,2432,41324,1,6923163,23
Ruth Johnson,1033318,1487444,2/9/2020,23945,"Maynardville, TN",Bike & Car Accident,12/04/2020,03/21/2021,2038,28067,0,9154042,60
Greg Delfin,7537325,3714943,11/13/2020,86025,"Cedar Hill, TN",Auto Theft,03/11/2021,04/23/2021,15984,32898,1,2016663,62
Gloria Lopez,6185558,2678905,8/12/2020,10577,"Lidderdale, IA",Single Car Accident,05/05/2021,06/03/2021,13478,29297,0,6996469,26
Mae Sterling,8522003,8808829,5/23/2020,79014,"North Liberty, IA",Bike & Car Accident,10/24/2020,05/29/2021,15840,13173,0,5616912,16
Esther Forget,3958048,6803766,10/18/2020,36933,"West Perrine, FL",Multiple Car Accident,10/19/2020,06/26/2021,14594,44843,0,6141883,38
Mindy Fitzpatrick,2116125,7656063,11/4/2020,35693,"Elkhart, TX",Multiple Car Accident,04/18/2021,05/26/2021,15996,14556,1,5855946,47
Mildred Moore,3527395,1693262,2/27/2020,48909,"Lanesboro, MN",Multiple Car Accident,05/03/2021,06/01/2021,3103,38370,0,2340931,27
Gloria Pearson,5787381,1130214,2/13/2020,24429,"Wheeler AFB, HI",Auto Theft,08/29/2020,11/10/2020,17811,37501,1,9193880,55
Darlene Wray,1864263,3002127,5/16/2020,35533,"West Pittston, PA",Hit and Run,05/21/2021,07/01/2021,11536,51876,0,6918554,61
Lenore Ray,8339527,7356154,12/18/2020,12444,"Lucas, TX",Multiple Car Accident,06/19/2021,06/19/2021,2490,30555,0,5565890,50
Stanley Windly,1127677,3996367,12/2/2020,19797,"Powderly, KY",Auto Theft,04/13/2021,04/17/2021,4604,37163,1,8332272,35
Albert Bryant,9862426,9258696,7/26/2020,90140,"River Ridge, FL",Multiple Car Accident,09/24/2020,03/18/2021,14443,26711,1,7951648,39
Al Gaudreau,7670974,7622786,6/5/2020,18916,"Germantown, OH",Single Car Accident,12/30/2020,03/24/2021,15026,5428,0,3285199,53
David Schroepfer,8732370,3325043,4/23/2020,97753,"Nemacolin, PA",Auto Theft,08/13/2020,06/05/2021,10345,23306,1,3298142,65
Juan Myers,3345370,6400223,11/15/2020,19484,"Wilkesboro, NC",Single Car Accident,07/01/2021,07/01/2021,13413,46122,1,6003914,22
Joan Thomas,2543967,1267141,9/12/2020,91204,"Meadow Woods, FL",Hit and Run,09/28/2020,10/21/2020,15174,6594,1,7668640,61
Grace Stroud,6747466,6204623,8/3/2020,49186,"Kinderhook, IL",Multiple Car Accident,03/01/2021,04/14/2021,11712,45418,0,3055032,26
Josie Arthur,4526026,6237902,2/9/2020,14441,"Kenhorst, PA",Hit and Run,05/30/2020,06/03/2021,7292,32262,0,8044678,59
Jeanette Patterson,6083627,7511572,9/13/2020,98969,"Alma, MO",Multiple Car Accident,09/26/2020,10/04/2020,18226,59202,0,1947542,53
Mary Jones,1216029,8990252,1/4/2020,97675,"Walnut Hill, IL",Hit and Run,02/13/2020,04/16/2021,14696,43194,1,4710905,38
Sam Dooley,7196234,4287082,11/17/2020,56246,"Thomaston, GA",Bike & Car Accident,11/29/2020,03/22/2021,8489,34142,0,5614175,43
Alene Chambers,6313114,6529065,10/21/2020,75033,"Faulkton, SD",Bike & Car Accident,11/04/2020,01/25/2021,8033,48924,1,5032536,44
John Shannon,8318835,1580251,8/3/2020,12075,"Port Vue, PA",Auto Theft,06/13/2021,06/18/2021,17179,53696,1,8189827,56
George Bunch,4268392,9640035,10/23/2020,53717,"Granada, CO",Single Car Accident,05/07/2021,06/27/2021,2918,48202,1,2218986,61
Raul Chisholm,6412911,3832843,5/18/2020,69670,"Torrington, CT",Hit and Run,09/12/2020,06/06/2021,8348,22831,0,1821214,55
Samuel Choi,5362643,9123911,8/12/2020,75651,"Ewa Gentry, HI",Hit and Run,11/04/2020,01/08/2021,5871,38264,1,1939369,17
Michael Nobel,5771876,1115865,6/17/2020,38998,"Palacios, TX",Hit and Run,12/07/2020,04/05/2021,13925,22856,1,4874661,57
James Dollar,3852399,5311984,3/19/2020,48212,"Westfir, OR",Multiple Car Accident,05/22/2020,07/02/2020,6794,13713,0,7507695,23
Melissa Dombeck,9297616,9640461,7/18/2020,94501,"Snead, AL",Hit and Run,11/12/2020,12/06/2020,10831,35404,0,5966164,37
Maryanne Hewitt,6644982,8442369,9/21/2020,26315,"Twain Harte, CA",Hit and Run,11/17/2020,04/26/2021,16690,54009,1,8555834,38
Faith Tarnowski,3437668,4829736,3/4/2020,97350,"Mancos, CO",Single Car Accident,01/09/2021,01/26/2021,10649,56275,0,2381825,26
Debra Hall,1542135,6320446,11/15/2020,99065,"Golconda, IL",Hit and Run,03/17/2021,04/24/2021,14933,39415,0,5507139,65
Jennifer Nash,7420491,4054994,2/21/2020,34930,"Phillipstown, IL",Bike & Car Accident,04/28/2021,05/23/2021,10483,56627,1,9198301,37
Nina Millis,9392949,5740201,8/21/2020,82911,"Mifflinburg, PA",Single Car Accident,01/30/2021,02/26/2021,15140,14993,0,8889545,26
Paul Wicks,5508903,1695382,2/26/2020,99759,"Duncombe, IA",Multiple Car Accident,05/25/2020,05/02/2021,14521,58208,0,9948942,51
Patricia Mcleod,2120818,5198433,7/14/2020,75852,"Pecan Acres, TX",Auto Theft,09/13/2020,01/29/2021,8299,29944,0,8490943,59
Carol Glenn,5822926,5749489,8/3/2020,72343,"Prairie Creek, AR",Bike & Car Accident,08/09/2020,09/05/2020,6306,54802,1,5364690,18
Sterling Milton,1608899,7639818,7/16/2020,90401,"Crawfordville, GA",Auto Theft,02/24/2021,05/28/2021,2743,22796,1,1791464,54
Nicholas Phillips,6669879,9635283,3/8/2020,56750,"Washington Park, IL",Bike & Car Accident,12/30/2020,06/16/2021,5177,19622,0,1174971,47
Sarah Bishop,1126113,5951796,7/14/2020,52964,"Tecumseh, NE",Single Car Accident,04/06/2021,04/09/2021,5872,47672,1,2491953,21
Geraldine Vieira,9547978,1067307,10/16/2020,46543,"Austin, IN",Single Car Accident,03/28/2021,05/14/2021,12821,49078,0,4240480,41
Marcia Ballard,4355600,6394203,12/19/2020,93838,"Maryhill Estates, KY",Multiple Car Accident,04/04/2021,04/30/2021,12977,9719,0,5794777,39
